antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",SLEEP_CAT=HIGH_>=9,0.2222222222222222,0.3504273504273504,0.2222222222222222,1.0,2.853658536585366,1.0,0.14434947768281103,inf,0.8351648351648353,0.6341463414634146,1.0,0.8170731707317074
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",SLEEP_CAT=HIGH_>=9,0.21367521367521367,0.3504273504273504,0.21367521367521367,1.0,2.853658536585366,1.0,0.13879757469501058,inf,0.8260869565217391,0.6097560975609756,1.0,0.8048780487804879
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0",SLEEP_CAT=HIGH_>=9,0.20512820512820512,0.3504273504273504,0.20512820512820512,1.0,2.853658536585366,1.0,0.1332456717072102,inf,0.8172043010752689,0.5853658536585366,1.0,0.7926829268292683
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0",SLEEP_CAT=HIGH_>=9,0.20512820512820512,0.3504273504273504,0.20512820512820512,1.0,2.853658536585366,1.0,0.1332456717072102,inf,0.8172043010752689,0.5853658536585366,1.0,0.7926829268292683
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0",SLEEP_CAT=HIGH_>=9,0.19658119658119658,0.3504273504273504,0.19658119658119658,1.0,2.853658536585366,1.0,0.12769376871940974,inf,0.8085106382978724,0.5609756097560976,1.0,0.7804878048780488
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0",SLEEP_CAT=HIGH_>=9,0.1794871794871795,0.3504273504273504,0.1794871794871795,1.0,2.853658536585366,1.0,0.11658996274380891,inf,0.7916666666666667,0.5121951219512195,1.0,0.7560975609756098
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0",SLEEP_CAT=HIGH_>=9,0.17094017094017094,0.3504273504273504,0.17094017094017094,1.0,2.853658536585366,1.0,0.11103805975600847,inf,0.7835051546391752,0.4878048780487806,1.0,0.7439024390243902
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",SLEEP_CAT=HIGH_>=9,0.17094017094017094,0.3504273504273504,0.17094017094017094,1.0,2.853658536585366,1.0,0.11103805975600847,inf,0.7835051546391752,0.4878048780487806,1.0,0.7439024390243902
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0",SLEEP_CAT=HIGH_>=9,0.1623931623931624,0.3504273504273504,0.1623931623931624,1.0,2.853658536585366,1.0,0.10548615676820805,inf,0.7755102040816326,0.4634146341463415,1.0,0.7317073170731707
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0",SLEEP_CAT=HIGH_>=9,0.15384615384615385,0.3504273504273504,0.15384615384615385,1.0,2.853658536585366,1.0,0.09993425378040763,inf,0.7676767676767677,0.4390243902439025,1.0,0.7195121951219512
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7",SLEEP_CAT=HIGH_>=9,0.13675213675213677,0.3504273504273504,0.13675213675213677,1.0,2.853658536585366,1.0,0.08883044780480678,inf,0.7524752475247525,0.39024390243902446,1.0,0.6951219512195123
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Pohlavie (1-žena, 0-muž)=1",SLEEP_CAT=HIGH_>=9,0.13675213675213677,0.3504273504273504,0.13675213675213677,1.0,2.853658536585366,1.0,0.08883044780480678,inf,0.7524752475247525,0.39024390243902446,1.0,0.6951219512195123
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10",SLEEP_CAT=HIGH_>=9,0.1282051282051282,0.3504273504273504,0.1282051282051282,1.0,2.853658536585366,1.0,0.08327854481700636,inf,0.7450980392156864,0.36585365853658536,1.0,0.6829268292682926
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=3",SLEEP_CAT=HIGH_>=9,0.1282051282051282,0.3504273504273504,0.1282051282051282,1.0,2.853658536585366,1.0,0.08327854481700636,inf,0.7450980392156864,0.36585365853658536,1.0,0.6829268292682926
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10 & Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0",SLEEP_CAT=HIGH_>=9,0.11965811965811966,0.3504273504273504,0.11965811965811966,1.0,2.853658536585366,1.0,0.07772664182920594,inf,0.737864077669903,0.34146341463414637,1.0,0.6707317073170732
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľkokrát do týždňa využívate verejnú dopravu na cestu do školy?=0",SLEEP_CAT=HIGH_>=9,0.11965811965811966,0.3504273504273504,0.11965811965811966,1.0,2.853658536585366,1.0,0.07772664182920594,inf,0.737864077669903,0.34146341463414637,1.0,0.6707317073170732
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10 & Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0",SLEEP_CAT=HIGH_>=9,0.1111111111111111,0.3504273504273504,0.1111111111111111,1.0,2.853658536585366,1.0,0.07217473884140552,inf,0.730769230769231,0.3170731707317073,1.0,0.6585365853658537
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10 & Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",SLEEP_CAT=HIGH_>=9,0.1111111111111111,0.3504273504273504,0.1111111111111111,1.0,2.853658536585366,1.0,0.07217473884140552,inf,0.730769230769231,0.3170731707317073,1.0,0.6585365853658537
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0",SLEEP_CAT=HIGH_>=9,0.1111111111111111,0.3504273504273504,0.1111111111111111,1.0,2.853658536585366,1.0,0.07217473884140552,inf,0.730769230769231,0.3170731707317073,1.0,0.6585365853658537
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Vek∈(17.999, 19.0]",SLEEP_CAT=HIGH_>=9,0.10256410256410256,0.3504273504273504,0.10256410256410256,1.0,2.853658536585366,1.0,0.0666228358536051,inf,0.7238095238095239,0.2926829268292683,1.0,0.6463414634146342
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0 & SLEEP_CAT=HIGH_>=9,0.2222222222222222,0.2564102564102564,0.1623931623931624,0.7307692307692308,2.8500000000000005,1.0,0.10541310541310542,2.7619047619047628,0.8345864661654135,0.5135135135135136,0.6379310344827587,0.6820512820512821
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10","Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0 & SLEEP_CAT=HIGH_>=9",0.1282051282051282,0.3076923076923077,0.1111111111111111,0.8666666666666667,2.8166666666666664,1.0,0.07166337935568703,5.192307692307693,0.7398190045248868,0.3421052631578947,0.8074074074074075,0.6138888888888889
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10",Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0 & SLEEP_CAT=HIGH_>=9,0.1282051282051282,0.3162393162393162,0.1111111111111111,0.8666666666666667,2.740540540540541,1.0,0.0705676090291475,5.1282051282051295,0.7285067873303168,0.3333333333333333,0.805,0.609009009009009
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9","Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0 & SLEEP_CAT=HIGH_>=9",0.2222222222222222,0.29914529914529914,0.1794871794871795,0.8076923076923077,2.7,1.0,0.11301044634377969,3.6444444444444444,0.8095238095238096,0.5250000000000001,0.725609756097561,0.7038461538461538
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=10","Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1 & SLEEP_CAT=HIGH_>=9",0.1282051282051282,0.3247863247863248,0.1111111111111111,0.8666666666666667,2.668421052631579,1.0,0.06947183870260792,5.064102564102566,0.7171945701357466,0.32499999999999996,0.8025316455696203,0.6043859649122807
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7","Pracujete popri štúdiu? (1 - áno, 0 - nie)=0 & SLEEP_CAT=NORMAL_7_8",0.23076923076923078,0.3418803418803419,0.17094017094017094,0.7407407407407407,2.1666666666666665,1.0,0.09204470742932282,2.538461538461538,0.7000000000000001,0.4255319148936171,0.606060606060606,0.6203703703703703
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7","Pohlavie (1-žena, 0-muž)=1 & SLEEP_CAT=NORMAL_7_8",0.23076923076923078,0.3076923076923077,0.15384615384615385,0.6666666666666666,2.1666666666666665,1.0,0.08284023668639054,2.0769230769230766,0.7000000000000001,0.39999999999999997,0.5185185185185185,0.5833333333333333
"Koľko minút ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)∈(60.0, 90.0]","Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0 & SLEEP_CAT=HIGH_>=9",0.1794871794871795,0.29914529914529914,0.1111111111111111,0.619047619047619,2.0693877551020408,1.0,0.057418365110672796,1.8397435897435892,0.6298076923076923,0.3023255813953488,0.4564459930313588,0.4952380952380952
"Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0 & Koľko minút ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)∈(60.0, 90.0]",SLEEP_CAT=HIGH_>=9,0.15384615384615385,0.3504273504273504,0.1111111111111111,0.7222222222222221,2.060975609756097,1.0,0.057199211045364885,2.3384615384615377,0.6083916083916083,0.2826086956521739,0.5723684210526314,0.5196476964769647
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8","Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0 & SLEEP_CAT=NORMAL_7_8",0.3162393162393162,0.41025641025641024,0.26495726495726496,0.8378378378378378,2.04222972972973,1.0,0.13521805829498137,3.6367521367521367,0.7463709677419355,0.5740740740740741,0.7250293772032902,0.7418355855855856
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8","Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0 & SLEEP_CAT=NORMAL_7_8",0.3162393162393162,0.49572649572649574,0.3162393162393162,1.0,2.0172413793103448,1.0,0.1594711081890569,inf,0.7375,0.6379310344827586,1.0,0.8189655172413792
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0 & SLEEP_CAT=NORMAL_7_8,0.23076923076923078,0.36752136752136755,0.17094017094017094,0.7407407407407407,2.015503875968992,1.0,0.08612754766600919,2.439560439560439,0.6549999999999999,0.3999999999999999,0.5900900900900901,0.602928509905254
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7 & SLEEP_CAT=NORMAL_7_8,0.23076923076923078,0.3504273504273504,0.1623931623931624,0.7037037037037037,2.008130081300813,1.0,0.08152531229454307,2.1923076923076925,0.6526315789473686,0.38775510204081637,0.543859649122807,0.5835591689250226
"Koľkokrát do týždňa využívate verejnú dopravu na cestu do školy?=0 & Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",SLEEP_CAT=HIGH_>=9,0.23076923076923078,0.3504273504273504,0.15384615384615385,0.6666666666666666,1.9024390243902438,1.0,0.07297830374753453,1.9487179487179487,0.6166666666666668,0.3600000000000001,0.48684210526315785,0.5528455284552846
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8",Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0 & SLEEP_CAT=NORMAL_7_8,0.3162393162393162,0.4444444444444444,0.26495726495726496,0.8378378378378378,1.8851351351351353,1.0,0.12440645773979109,3.425925925925926,0.6866935483870968,0.5344827586206897,0.7081081081081081,0.716995841995842
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8",Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0 & SLEEP_CAT=NORMAL_7_8,0.3162393162393162,0.46153846153846156,0.27350427350427353,0.864864864864865,1.873873873873874,1.0,0.1275476660092045,3.984615384615389,0.6820312500000001,0.5423728813559323,0.7490347490347493,0.7287287287287288
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8","Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1 & SLEEP_CAT=NORMAL_7_8",0.3162393162393162,0.49572649572649574,0.2905982905982906,0.9189189189189191,1.8536812674743712,1.0,0.1338300825480313,6.219373219373232,0.673529411764706,0.557377049180328,0.8392120934493819,0.7525629077353216
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8",Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0 & SLEEP_CAT=NORMAL_7_8,0.3162393162393162,0.49572649572649574,0.2905982905982906,0.9189189189189191,1.8536812674743712,1.0,0.1338300825480313,6.219373219373232,0.673529411764706,0.557377049180328,0.8392120934493819,0.7525629077353216
"Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=3 & Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",SLEEP_CAT=HIGH_>=9,0.23931623931623933,0.3504273504273504,0.15384615384615385,0.6428571428571429,1.8344947735191641,1.0,0.0699831981883264,1.818803418803419,0.5980024968789015,0.35294117647058826,0.45018796992481214,0.5409407665505227
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8",SLEEP_CAT=NORMAL_7_8,0.3162393162393162,0.5470085470085471,0.3162393162393162,1.0,1.8281249999999998,1.0,0.14325370735627144,inf,0.6625,0.5781249999999999,1.0,0.7890625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0",SLEEP_CAT=NORMAL_7_8,0.3162393162393162,0.5470085470085471,0.3162393162393162,1.0,1.8281249999999998,1.0,0.14325370735627144,inf,0.6625,0.5781249999999999,1.0,0.7890625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",SLEEP_CAT=NORMAL_7_8,0.2905982905982906,0.5470085470085471,0.2905982905982906,1.0,1.8281249999999998,1.0,0.13163854189495214,inf,0.6385542168674698,0.53125,1.0,0.765625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0",SLEEP_CAT=NORMAL_7_8,0.2905982905982906,0.5470085470085471,0.2905982905982906,1.0,1.8281249999999998,1.0,0.13163854189495214,inf,0.6385542168674698,0.53125,1.0,0.765625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0",SLEEP_CAT=NORMAL_7_8,0.27350427350427353,0.5470085470085471,0.27350427350427353,1.0,1.8281249999999998,1.0,0.1238950982540726,inf,0.6235294117647058,0.5,1.0,0.75
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0",SLEEP_CAT=NORMAL_7_8,0.26495726495726496,0.5470085470085471,0.26495726495726496,1.0,1.8281249999999998,1.0,0.12002337643363284,inf,0.6162790697674418,0.48437499999999994,1.0,0.7421875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0",SLEEP_CAT=NORMAL_7_8,0.26495726495726496,0.5470085470085471,0.26495726495726496,1.0,1.8281249999999998,1.0,0.12002337643363284,inf,0.6162790697674418,0.48437499999999994,1.0,0.7421875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",SLEEP_CAT=NORMAL_7_8,0.23076923076923078,0.5470085470085471,0.23076923076923078,1.0,1.8281249999999998,1.0,0.10453648915187377,inf,0.5888888888888889,0.421875,1.0,0.7109375
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",SLEEP_CAT=NORMAL_7_8,0.20512820512820512,0.5470085470085471,0.20512820512820512,1.0,1.8281249999999998,1.0,0.09292132369055445,inf,0.5698924731182794,0.37499999999999994,1.0,0.6875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0",SLEEP_CAT=NORMAL_7_8,0.20512820512820512,0.5470085470085471,0.20512820512820512,1.0,1.8281249999999998,1.0,0.09292132369055445,inf,0.5698924731182794,0.37499999999999994,1.0,0.6875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0",SLEEP_CAT=NORMAL_7_8,0.19658119658119658,0.5470085470085471,0.19658119658119658,1.0,1.8281249999999998,1.0,0.08904960187011468,inf,0.5638297872340425,0.35937499999999994,1.0,0.6796875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0",SLEEP_CAT=NORMAL_7_8,0.18803418803418803,0.5470085470085471,0.18803418803418803,1.0,1.8281249999999998,1.0,0.08517788004967491,inf,0.5578947368421052,0.34374999999999994,1.0,0.671875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7",SLEEP_CAT=NORMAL_7_8,0.18803418803418803,0.5470085470085471,0.18803418803418803,1.0,1.8281249999999998,1.0,0.08517788004967491,inf,0.5578947368421052,0.34374999999999994,1.0,0.671875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Koľkokrát do týždňa využívate chôdzu na cestu do školy?=0",SLEEP_CAT=NORMAL_7_8,0.18803418803418803,0.5470085470085471,0.18803418803418803,1.0,1.8281249999999998,1.0,0.08517788004967491,inf,0.5578947368421052,0.34374999999999994,1.0,0.671875
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0",SLEEP_CAT=NORMAL_7_8,0.1794871794871795,0.5470085470085471,0.1794871794871795,1.0,1.8281249999999998,1.0,0.08130615822923515,inf,0.5520833333333334,0.32812499999999994,1.0,0.6640625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0",SLEEP_CAT=NORMAL_7_8,0.1794871794871795,0.5470085470085471,0.1794871794871795,1.0,1.8281249999999998,1.0,0.08130615822923515,inf,0.5520833333333334,0.32812499999999994,1.0,0.6640625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0",SLEEP_CAT=NORMAL_7_8,0.17094017094017094,0.5470085470085471,0.17094017094017094,1.0,1.8281249999999998,1.0,0.07743443640879538,inf,0.5463917525773196,0.3125,1.0,0.65625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0",SLEEP_CAT=NORMAL_7_8,0.17094017094017094,0.5470085470085471,0.17094017094017094,1.0,1.8281249999999998,1.0,0.07743443640879538,inf,0.5463917525773196,0.3125,1.0,0.65625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0",SLEEP_CAT=NORMAL_7_8,0.17094017094017094,0.5470085470085471,0.17094017094017094,1.0,1.8281249999999998,1.0,0.07743443640879538,inf,0.5463917525773196,0.3125,1.0,0.65625
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7",SLEEP_CAT=NORMAL_7_8,0.1623931623931624,0.5470085470085471,0.1623931623931624,1.0,1.8281249999999998,1.0,0.0735627145883556,inf,0.5408163265306122,0.296875,1.0,0.6484375
