support,itemsets
0.1794871794871795,"frozenset({'Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=1'})"
0.3418803418803419,"frozenset({'Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=2'})"
0.47863247863247865,"frozenset({'Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=3'})"
0.20512820512820512,"frozenset({'Najvyššie dosiahnuté vzdelanie otca (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=1'})"
0.39316239316239315,"frozenset({'Najvyššie dosiahnuté vzdelanie otca (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=2'})"
0.4017094017094017,"frozenset({'Najvyššie dosiahnuté vzdelanie otca (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=3'})"
0.42735042735042733,"frozenset({'Pohlavie (1-žena, 0-muž)=0'})"
0.5726495726495726,"frozenset({'Pohlavie (1-žena, 0-muž)=1'})"
0.6752136752136753,"frozenset({'Pracujete popri štúdiu? (1 - áno, 0 - nie)=0'})"
0.3247863247863248,"frozenset({'Pracujete popri štúdiu? (1 - áno, 0 - nie)=1'})"
0.49572649572649574,"frozenset({'Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1'})"
0.2905982905982906,"frozenset({'Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=2'})"
0.48717948717948717,"frozenset({'Vek∈(17.999, 19.0]'})"
0.28205128205128205,"frozenset({'Vek∈(19.0, 20.0]'})"
0.21367521367521367,"frozenset({'Vek∈(20.0, 43.0]'})"
0.1794871794871795,"frozenset({'Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.20512820512820512,"frozenset({'Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.1623931623931624,"frozenset({'Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.1794871794871795,"frozenset({'Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.23076923076923078,"frozenset({'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7', 'Koľko hodín v priemere spíte cez pracovný deň?=7'})"
0.17094017094017094,"frozenset({'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7', 'Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0'})"
0.18803418803418803,"frozenset({'Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.20512820512820512,"frozenset({'Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.15384615384615385,"frozenset({'Pohlavie (1-žena, 0-muž)=1', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.17094017094017094,"frozenset({'Pracujete popri štúdiu? (1 - áno, 0 - nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7'})"
0.26495726495726496,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.3162393162393162,"frozenset({'Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.2905982905982906,"frozenset({'Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.18803418803418803,"frozenset({'Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.26495726495726496,"frozenset({'Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.3162393162393162,"frozenset({'Koľko hodín v priemere spíte cez pracovný deň?=8', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.15384615384615385,"frozenset({'Koľko minút ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)∈(-0.001, 60.0]', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.18803418803418803,"frozenset({'Koľkokrát do týždňa využívate chôdzu na cestu do školy?=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.19658119658119658,"frozenset({'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8', 'Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0'})"
0.27350427350427353,"frozenset({'Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.2905982905982906,"frozenset({'Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.15384615384615385,"frozenset({'Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=2', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.1623931623931624,"frozenset({'Pohlavie (1-žena, 0-muž)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.15384615384615385,"frozenset({'Pohlavie (1-žena, 0-muž)=1', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.17094017094017094,"frozenset({'Pracujete popri štúdiu? (1 - áno, 0 - nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.15384615384615385,"frozenset({'Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=8'})"
0.1794871794871795,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.19658119658119658,"frozenset({'Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.21367521367521367,"frozenset({'Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.1623931623931624,"frozenset({'Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.2222222222222222,"frozenset({'Koľko hodín v priemere spíte cez pracovný deň?=9', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.15384615384615385,"frozenset({'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9', 'Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0'})"
0.20512820512820512,"frozenset({'Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.20512820512820512,"frozenset({'Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.17094017094017094,"frozenset({'Pracujete popri štúdiu? (1 - áno, 0 - nie)=0', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.17094017094017094,"frozenset({'Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1', 'Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9'})"
0.19658119658119658,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.24786324786324787,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.27350427350427353,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1'})"
0.19658119658119658,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7'})"
0.23076923076923078,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0'})"
0.15384615384615385,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Koľko minút ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)∈(-0.001, 60.0]'})"
0.2564102564102564,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0'})"
0.26495726495726496,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0'})"
0.2564102564102564,"frozenset({'Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0', 'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1'})"
0.17094017094017094,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=3'})"
0.15384615384615385,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Pohlavie (1-žena, 0-muž)=1'})"
0.19658119658119658,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=1', 'Pracujete popri štúdiu? (1 - áno, 0 - nie)=0'})"
0.23076923076923078,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.24786324786324787,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2', 'Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.23931623931623933,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2', 'Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1'})"
0.23076923076923078,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2', 'Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0'})"
0.23076923076923078,"frozenset({'Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0', 'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2'})"
0.24786324786324787,"frozenset({'Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0', 'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2'})"
0.15384615384615385,"frozenset({'Pohlavie (1-žena, 0-muž)=1', 'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2'})"
0.17094017094017094,"frozenset({'Pracujete popri štúdiu? (1 - áno, 0 - nie)=0', 'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2'})"
0.1623931623931624,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=2', 'Vek∈(17.999, 19.0]'})"
0.2564102564102564,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.26495726495726496,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.28205128205128205,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1'})"
0.2222222222222222,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7'})"
0.23931623931623933,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0'})"
0.15384615384615385,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Koľko hodín v priemere spíte cez víkendový deň?=8'})"
0.21367521367521367,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0'})"
0.2564102564102564,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0'})"
0.28205128205128205,"frozenset({'Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0', 'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3'})"
0.1623931623931624,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Najvyššie dosiahnuté vzdelanie matky (1 - základné, 2 - stredoškolské a 3 - vysokoškolské)=3'})"
0.20512820512820512,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Pohlavie (1-žena, 0-muž)=1'})"
0.2222222222222222,"frozenset({'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3', 'Pracujete popri štúdiu? (1 - áno, 0 - nie)=0'})"
0.19658119658119658,"frozenset({'Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1', 'Ako často konzumujete alkohol? (0-nikdy, 1-raz za týždeň, 2-raz za mesiac, 3-výnimočne)=3'})"
0.7777777777777778,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.717948717948718,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1'})"
0.19658119658119658,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko dní ste počas minulého týždňa venovali mierne náročnej fyzickej aktivite? =0'})"
0.17094017094017094,"frozenset({'Koľko dní ste počas minulého týždňa venovali mierne náročnej fyzickej aktivite? =2', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.452991452991453,"frozenset({'Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.1794871794871795,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko dní ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)=4'})"
0.3076923076923077,"frozenset({'Koľko hodín týždenne robíte fyzickú aktivitu=0', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.6068376068376068,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0'})"
0.26495726495726496,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko hodín v priemere spíte cez pracovný deň?=8'})"
0.1794871794871795,"frozenset({'Koľko hodín v priemere spíte cez pracovný deň?=9', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.3247863247863248,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko hodín v priemere spíte cez víkendový deň?=8'})"
0.23076923076923078,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko hodín v priemere spíte cez víkendový deň?=9'})"
0.2564102564102564,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko minút ste počas minulého týždňa venovali mierne náročnej fyzickej aktivite? ∈(-0.001, 30.0]'})"
0.18803418803418803,"frozenset({'Koľko minút ste počas minulého týždňa venovali mierne náročnej fyzickej aktivite? ∈(120.0, 660.0]', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.1623931623931624,"frozenset({'Koľko minút ste počas minulého týždňa venovali mierne náročnej fyzickej aktivite? ∈(30.0, 60.0]', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.18803418803418803,"frozenset({'Koľko minút ste počas minulého týždňa venovali mierne náročnej fyzickej aktivite? ∈(60.0, 120.0]', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.19658119658119658,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko minút ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? ∈(-0.001, 20.0]'})"
0.21367521367521367,"frozenset({'Koľko minút ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? ∈(20.0, 50.0]', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.26495726495726496,"frozenset({'Koľko minút ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? ∈(50.0, 120.0]', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.358974358974359,"frozenset({'Koľko minút ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)∈(-0.001, 60.0]', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.1794871794871795,"frozenset({'Koľko minút ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)∈(120.0, 1200.0]', 'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0'})"
0.15384615384615385,"frozenset({'Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0', 'Koľko minút ste počas minulého týždňa venovali náročnej fyzickej aktivite? (heavylifting, vysoké tempo pri behu alebo bicyklovaní)∈(60.0, 90.0]'})"
