antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0",Koľko hodín v priemere spíte cez pracovný deň?=9,0.19658119658119658,0.2222222222222222,0.19658119658119658,1.0,4.5,1.0,0.15289648622981955,inf,0.9680851063829787,0.8846153846153848,1.0,0.9423076923076923
"Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0 & Koľko hodín v priemere spíte cez pracovný deň?=9","Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",0.1794871794871795,0.2222222222222222,0.1794871794871795,1.0,4.5,1.0,0.1396011396011396,inf,0.9479166666666666,0.8076923076923076,1.0,0.9038461538461539
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0",Koľko hodín v priemere spíte cez pracovný deň?=9,0.1794871794871795,0.2222222222222222,0.1794871794871795,1.0,4.5,1.0,0.1396011396011396,inf,0.9479166666666666,0.8076923076923076,1.0,0.9038461538461539
"Koľko hodín v priemere spíte cez pracovný deň?=9 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0","Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",0.17094017094017094,0.2222222222222222,0.17094017094017094,1.0,4.5,1.0,0.13295346628679963,inf,0.9381443298969073,0.7692307692307693,1.0,0.8846153846153846
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0",Koľko hodín v priemere spíte cez pracovný deň?=9,0.17094017094017094,0.2222222222222222,0.17094017094017094,1.0,4.5,1.0,0.13295346628679963,inf,0.9381443298969073,0.7692307692307693,1.0,0.8846153846153846
"Koľko hodín v priemere spíte cez pracovný deň?=9 & Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1","Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",0.17094017094017094,0.2222222222222222,0.17094017094017094,1.0,4.5,1.0,0.13295346628679963,inf,0.9381443298969073,0.7692307692307693,1.0,0.8846153846153846
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",Koľko hodín v priemere spíte cez pracovný deň?=9,0.17094017094017094,0.2222222222222222,0.17094017094017094,1.0,4.5,1.0,0.13295346628679963,inf,0.9381443298969073,0.7692307692307693,1.0,0.8846153846153846
Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0 & Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",0.1623931623931624,0.2222222222222222,0.1623931623931624,1.0,4.5,1.0,0.12630579297245964,inf,0.9285714285714285,0.730769230769231,1.0,0.8653846153846154
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0",Koľko hodín v priemere spíte cez pracovný deň?=9,0.1623931623931624,0.2222222222222222,0.1623931623931624,1.0,4.5,1.0,0.12630579297245964,inf,0.9285714285714285,0.730769230769231,1.0,0.8653846153846154
Koľko hodín v priemere spíte cez pracovný deň?=9 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",0.15384615384615385,0.2222222222222222,0.15384615384615385,1.0,4.5,1.0,0.11965811965811966,inf,0.9191919191919192,0.6923076923076924,1.0,0.8461538461538463
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0",Koľko hodín v priemere spíte cez pracovný deň?=9,0.15384615384615385,0.2222222222222222,0.15384615384615385,1.0,4.5,1.0,0.11965811965811966,inf,0.9191919191919192,0.6923076923076924,1.0,0.8461538461538463
Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",0.2222222222222222,0.21367521367521367,0.21367521367521367,0.9615384615384616,4.5,1.0,0.16619183285849953,20.444444444444457,1.0,0.9615384615384615,0.9510869565217391,0.9807692307692308
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9","Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1 & Koľko hodín v priemere spíte cez pracovný deň?=9",0.2222222222222222,0.21367521367521367,0.21367521367521367,0.9615384615384616,4.5,1.0,0.16619183285849953,20.444444444444457,1.0,0.9615384615384615,0.9510869565217391,0.9807692307692308
Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0",0.2222222222222222,0.20512820512820512,0.20512820512820512,0.9230769230769231,4.5,1.0,0.15954415954415954,10.333333333333341,1.0,0.9230769230769231,0.903225806451613,0.9615384615384616
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",Koľko hodín v priemere spíte cez pracovný deň?=9 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0,0.2222222222222222,0.20512820512820512,0.20512820512820512,0.9230769230769231,4.5,1.0,0.15954415954415954,10.333333333333341,1.0,0.9230769230769231,0.903225806451613,0.9615384615384616
Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0",0.2222222222222222,0.20512820512820512,0.20512820512820512,0.9230769230769231,4.5,1.0,0.15954415954415954,10.333333333333341,1.0,0.9230769230769231,0.903225806451613,0.9615384615384616
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",Koľko hodín v priemere spíte cez pracovný deň?=9 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0,0.2222222222222222,0.20512820512820512,0.20512820512820512,0.9230769230769231,4.5,1.0,0.15954415954415954,10.333333333333341,1.0,0.9230769230769231,0.903225806451613,0.9615384615384616
Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0",0.2222222222222222,0.1794871794871795,0.1794871794871795,0.8076923076923077,4.5,1.0,0.1396011396011396,4.266666666666667,1.0,0.8076923076923076,0.765625,0.9038461538461539
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9","Fajčili ste v minulosti? (1-každý deň, 2-niekedy, 0-nie)=0 & Koľko hodín v priemere spíte cez pracovný deň?=9",0.2222222222222222,0.1794871794871795,0.1794871794871795,0.8076923076923077,4.5,1.0,0.1396011396011396,4.266666666666667,1.0,0.8076923076923076,0.765625,0.9038461538461539
Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0",0.2222222222222222,0.17094017094017094,0.17094017094017094,0.7692307692307693,4.5,1.0,0.13295346628679963,3.592592592592593,1.0,0.7692307692307693,0.7216494845360827,0.8846153846153846
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9","Koľko hodín v priemere spíte cez pracovný deň?=9 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0",0.2222222222222222,0.17094017094017094,0.17094017094017094,0.7692307692307693,4.5,1.0,0.13295346628679963,3.592592592592593,1.0,0.7692307692307693,0.7216494845360827,0.8846153846153846
Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",0.2222222222222222,0.17094017094017094,0.17094017094017094,0.7692307692307693,4.5,1.0,0.13295346628679963,3.592592592592593,1.0,0.7692307692307693,0.7216494845360827,0.8846153846153846
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9","Koľko hodín v priemere spíte cez pracovný deň?=9 & Som motivovaný vykonávať fyzickú aktivitu? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",0.2222222222222222,0.17094017094017094,0.17094017094017094,0.7692307692307693,4.5,1.0,0.13295346628679963,3.592592592592593,1.0,0.7692307692307693,0.7216494845360827,0.8846153846153846
Koľko hodín v priemere spíte cez pracovný deň?=9,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9 & Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0",0.2222222222222222,0.1623931623931624,0.1623931623931624,0.7307692307692308,4.5,1.0,0.12630579297245964,3.111111111111112,1.0,0.730769230769231,0.6785714285714287,0.8653846153846154
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=9",Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0 & Koľko hodín v priemere spíte cez pracovný deň?=9,0.2222222222222222,0.1623931623931624,0.1623931623931624,0.7307692307692308,4.5,1.0,0.12630579297245964,3.111111111111112,1.0,0.730769230769231,0.6785714285714287,0.8653846153846154
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",Koľko hodín v priemere spíte cez pracovný deň?=7,0.23076923076923078,0.23076923076923078,0.23076923076923078,1.0,4.333333333333333,1.0,0.1775147928994083,inf,1.0000000000000002,1.0,1.0,1.0
Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.23076923076923078,0.23076923076923078,0.23076923076923078,1.0,4.333333333333333,1.0,0.1775147928994083,inf,1.0000000000000002,1.0,1.0,1.0
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",Koľko hodín v priemere spíte cez pracovný deň?=7,0.20512820512820512,0.23076923076923078,0.20512820512820512,1.0,4.333333333333333,1.0,0.15779092702169625,inf,0.9677419354838709,0.8888888888888888,1.0,0.9444444444444444
"Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1 & Koľko hodín v priemere spíte cez pracovný deň?=7","Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.20512820512820512,0.23076923076923078,0.20512820512820512,1.0,4.333333333333333,1.0,0.15779092702169625,inf,0.9677419354838709,0.8888888888888888,1.0,0.9444444444444444
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0",Koľko hodín v priemere spíte cez pracovný deň?=7,0.20512820512820512,0.23076923076923078,0.20512820512820512,1.0,4.333333333333333,1.0,0.15779092702169625,inf,0.9677419354838709,0.8888888888888888,1.0,0.9444444444444444
Koľko hodín v priemere spíte cez pracovný deň?=7 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.20512820512820512,0.23076923076923078,0.20512820512820512,1.0,4.333333333333333,1.0,0.15779092702169625,inf,0.9677419354838709,0.8888888888888888,1.0,0.9444444444444444
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0",Koľko hodín v priemere spíte cez pracovný deň?=7,0.18803418803418803,0.23076923076923078,0.18803418803418803,1.0,4.333333333333333,1.0,0.14464168310322156,inf,0.9473684210526315,0.8148148148148148,1.0,0.9074074074074074
Koľko hodín v priemere spíte cez pracovný deň?=7 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.18803418803418803,0.23076923076923078,0.18803418803418803,1.0,4.333333333333333,1.0,0.14464168310322156,inf,0.9473684210526315,0.8148148148148148,1.0,0.9074074074074074
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0",Koľko hodín v priemere spíte cez pracovný deň?=7,0.1794871794871795,0.23076923076923078,0.1794871794871795,1.0,4.333333333333333,1.0,0.1380670611439842,inf,0.9374999999999999,0.7777777777777778,1.0,0.8888888888888888
"Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0 & Koľko hodín v priemere spíte cez pracovný deň?=7","Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.1794871794871795,0.23076923076923078,0.1794871794871795,1.0,4.333333333333333,1.0,0.1380670611439842,inf,0.9374999999999999,0.7777777777777778,1.0,0.8888888888888888
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0",Koľko hodín v priemere spíte cez pracovný deň?=7,0.1794871794871795,0.23076923076923078,0.1794871794871795,1.0,4.333333333333333,1.0,0.1380670611439842,inf,0.9374999999999999,0.7777777777777778,1.0,0.8888888888888888
Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0 & Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.1794871794871795,0.23076923076923078,0.1794871794871795,1.0,4.333333333333333,1.0,0.1380670611439842,inf,0.9374999999999999,0.7777777777777778,1.0,0.8888888888888888
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0",Koľko hodín v priemere spíte cez pracovný deň?=7,0.17094017094017094,0.23076923076923078,0.17094017094017094,1.0,4.333333333333333,1.0,0.13149243918474687,inf,0.9278350515463918,0.7407407407407407,1.0,0.8703703703703703
Koľko hodín v priemere spíte cez pracovný deň?=7 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.17094017094017094,0.23076923076923078,0.17094017094017094,1.0,4.333333333333333,1.0,0.13149243918474687,inf,0.9278350515463918,0.7407407407407407,1.0,0.8703703703703703
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0",Koľko hodín v priemere spíte cez pracovný deň?=7,0.17094017094017094,0.23076923076923078,0.17094017094017094,1.0,4.333333333333333,1.0,0.13149243918474687,inf,0.9278350515463918,0.7407407407407407,1.0,0.8703703703703703
"Koľko hodín v priemere spíte cez pracovný deň?=7 & Pracujete popri štúdiu? (1 - áno, 0 - nie)=0","Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.17094017094017094,0.23076923076923078,0.17094017094017094,1.0,4.333333333333333,1.0,0.13149243918474687,inf,0.9278350515463918,0.7407407407407407,1.0,0.8703703703703703
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7",Koľko hodín v priemere spíte cez pracovný deň?=7,0.1623931623931624,0.23076923076923078,0.1623931623931624,1.0,4.333333333333333,1.0,0.12491781722550954,inf,0.9183673469387755,0.7037037037037036,1.0,0.8518518518518519
Koľko dní ste počas minulého týždňa venovali nenáročnej fyzickej aktivite? =7 & Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.1623931623931624,0.23076923076923078,0.1623931623931624,1.0,4.333333333333333,1.0,0.12491781722550954,inf,0.9183673469387755,0.7037037037037036,1.0,0.8518518518518519
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Pohlavie (1-žena, 0-muž)=1",Koľko hodín v priemere spíte cez pracovný deň?=7,0.15384615384615385,0.23076923076923078,0.15384615384615385,1.0,4.333333333333333,1.0,0.1183431952662722,inf,0.9090909090909092,0.6666666666666666,1.0,0.8333333333333333
"Koľko hodín v priemere spíte cez pracovný deň?=7 & Pohlavie (1-žena, 0-muž)=1","Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",0.15384615384615385,0.23076923076923078,0.15384615384615385,1.0,4.333333333333333,1.0,0.1183431952662722,inf,0.9090909090909092,0.6666666666666666,1.0,0.8333333333333333
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7","Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1 & Koľko hodín v priemere spíte cez pracovný deň?=7",0.23076923076923078,0.20512820512820512,0.20512820512820512,0.8888888888888888,4.333333333333333,1.0,0.15779092702169625,7.1538461538461515,1.0000000000000002,0.8888888888888888,0.8602150537634408,0.9444444444444444
Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Je dôležitá fyzická aktivita pre zdravie? (1- úplne súhlasím, 2-súhlasím, 3-neutrálny postoj, 4-nesúhlasím, 5- úplne nesúhlasím)=1",0.23076923076923078,0.20512820512820512,0.20512820512820512,0.8888888888888888,4.333333333333333,1.0,0.15779092702169625,7.1538461538461515,1.0000000000000002,0.8888888888888888,0.8602150537634408,0.9444444444444444
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",Koľko hodín v priemere spíte cez pracovný deň?=7 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0,0.23076923076923078,0.20512820512820512,0.20512820512820512,0.8888888888888888,4.333333333333333,1.0,0.15779092702169625,7.1538461538461515,1.0000000000000002,0.8888888888888888,0.8602150537634408,0.9444444444444444
Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate vlastný bicykel na cestu do školy?=0",0.23076923076923078,0.20512820512820512,0.20512820512820512,0.8888888888888888,4.333333333333333,1.0,0.15779092702169625,7.1538461538461515,1.0000000000000002,0.8888888888888888,0.8602150537634408,0.9444444444444444
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",Koľko hodín v priemere spíte cez pracovný deň?=7 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0,0.23076923076923078,0.18803418803418803,0.18803418803418803,0.8148148148148148,4.333333333333333,1.0,0.14464168310322156,4.384615384615383,1.0,0.8148148148148148,0.7719298245614035,0.9074074074074074
Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate verejný bicykel na cestu do školy?=0",0.23076923076923078,0.18803418803418803,0.18803418803418803,0.8148148148148148,4.333333333333333,1.0,0.14464168310322156,4.384615384615383,1.0,0.8148148148148148,0.7719298245614035,0.9074074074074074
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7","Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0 & Koľko hodín v priemere spíte cez pracovný deň?=7",0.23076923076923078,0.1794871794871795,0.1794871794871795,0.7777777777777778,4.333333333333333,1.0,0.1380670611439842,3.6923076923076925,1.0,0.7777777777777778,0.7291666666666666,0.8888888888888888
Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Fajčíte? (1-každý deň, 2-niekedy, 0-nie)=0",0.23076923076923078,0.1794871794871795,0.1794871794871795,0.7777777777777778,4.333333333333333,1.0,0.1380670611439842,3.6923076923076925,1.0,0.7777777777777778,0.7291666666666666,0.8888888888888888
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0 & Koľko hodín v priemere spíte cez pracovný deň?=7,0.23076923076923078,0.1794871794871795,0.1794871794871795,0.7777777777777778,4.333333333333333,1.0,0.1380670611439842,3.6923076923076925,1.0,0.7777777777777778,0.7291666666666666,0.8888888888888888
Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľko hodín týždenne robíte neplatenú prácu popri štúdiu=0",0.23076923076923078,0.1794871794871795,0.1794871794871795,0.7777777777777778,4.333333333333333,1.0,0.1380670611439842,3.6923076923076925,1.0,0.7777777777777778,0.7291666666666666,0.8888888888888888
"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7",Koľko hodín v priemere spíte cez pracovný deň?=7 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0,0.23076923076923078,0.17094017094017094,0.17094017094017094,0.7407407407407407,4.333333333333333,1.0,0.13149243918474687,3.197802197802197,1.0,0.7407407407407407,0.6872852233676975,0.8703703703703703
Koľko hodín v priemere spíte cez pracovný deň?=7,"Ako sa dnes cítite po zdravotnej stránke od 1 po 10? (1 - zle, 10 - dobre)=7 & Koľkokrát do týždňa využívate súkromnú dopravu na cestu do školy?=0",0.23076923076923078,0.17094017094017094,0.17094017094017094,0.7407407407407407,4.333333333333333,1.0,0.13149243918474687,3.197802197802197,1.0,0.7407407407407407,0.6872852233676975,0.8703703703703703
